customerID,tenure,MonthlyCharges,TotalCharges,fact_id,service_id,contract_id
CUST00136,3.0,70.86,212.58,135,135,135
CUST00137,8.0,69.08,552.64,136,136,136
CUST00138,32.0,56.57,1810.24,137,137,137
CUST00139,18.0,59.23,1066.14,138,138,138
CUST00140,16.0,25.95,415.2,139,139,139
CUST00141,17.0,101.02,1717.34,140,140,140
CUST00142,46.0,34.82,1601.72,141,141,141
CUST00143,28.0,89.18,2497.04,142,142,142
CUST00144,29.0,35.41,1026.89,143,143,143
CUST00145,11.0,28.72,315.91998,144,144,144
CUST00146,20.0,77.77,1555.3999,145,145,145
CUST00147,47.0,102.8,4831.6,146,146,146
CUST00148,27.0,32.05,865.35,147,147,147
CUST00149,65.0,46.8,3042.0,148,148,148
CUST00150,3.0,73.78,221.34,149,149,149
CUST00151,6.0,19.23,115.38,150,150,150
CUST00152,23.0,21.72,499.56,151,151,151
CUST00153,25.0,43.03,1075.75,152,152,152
CUST00154,40.0,39.14,1565.6,153,153,153
CUST00155,29.0,96.78,2806.6199,154,154,154
CUST00156,52.0,98.75,5135.0,155,155,155
CUST00157,45.0,43.34,1950.3,156,156,156
CUST00158,20.0,113.2,2264.0,157,157,157
CUST00159,19.0,40.02,760.38,158,158,158
CUST00160,10.0,29.91,299.1,159,159,159
CUST00161,2.0,27.46,54.92,160,160,160
CUST00162,13.0,40.67,528.70996,161,161,161
CUST00163,14.0,40.02,560.28,162,162,162
CUST00164,23.0,30.67,705.41,163,163,163
CUST00165,5.0,79.53,397.65,164,164,164
CUST00166,15.0,21.81,327.15,165,165,165
CUST00167,2.0,21.45,42.9,166,166,166
CUST00168,29.0,23.71,687.58997,167,167,167
CUST00169,1.0,68.98,68.98,168,168,168
CUST00170,4.0,23.09,92.36,169,169,169
CUST00171,13.0,32.98,428.74,170,170,170
CUST00172,41.0,20.78,851.98004,171,171,171
CUST00173,26.0,82.5,2145.0,172,172,172
CUST00174,15.0,78.1,1171.5,173,173,173
CUST00175,6.0,24.21,145.26,174,174,174
CUST00176,4.0,22.75,91.0,175,175,175
CUST00177,42.0,33.07,1388.94,176,176,176
CUST00178,48.0,26.13,1254.24,177,177,177
CUST00179,16.0,19.93,318.88,178,178,178
CUST00180,39.0,42.66,1663.74,179,179,179
CUST00181,16.0,38.7,619.2,180,180,180
CUST00182,40.0,46.34,1853.6,181,181,181
CUST00183,37.0,23.22,859.13995,182,182,182
CUST00184,5.0,108.2,541.0,183,183,183
CUST00185,43.0,47.28,2033.0399,184,184,184
CUST00186,32.0,49.48,1583.36,185,185,185
CUST00187,11.0,103.13,1134.4299,186,186,186
CUST00188,29.0,44.31,1284.99,187,187,187
CUST00189,20.0,19.7,394.0,188,188,188
CUST00190,24.0,18.33,439.91998,189,189,189
CUST00191,13.0,46.71,607.23,190,190,190
CUST00192,11.0,115.82,1274.02,191,191,191
CUST00193,5.0,35.3,176.5,192,192,192
CUST00194,7.0,22.76,159.32,193,193,193
CUST00195,17.0,21.95,373.15002,194,194,194
CUST00196,9.0,116.56,1049.04,195,195,195
CUST00197,44.0,116.94,5145.3604,196,196,196
CUST00198,14.0,46.6,652.39996,197,197,197
CUST00199,1.0,97.73,97.73,198,198,198
CUST00200,36.0,55.99,2015.64,199,199,199
CUST00201,31.0,67.89,2104.59,200,200,200
CUST00202,17.0,115.92,1970.64,201,201,201
CUST00203,11.0,40.14,441.53998,202,202,202
CUST00204,999.0,96.26,96163.74,203,203,203
CUST00205,39.0,18.61,725.79004,204,204,204
CUST00206,33.0,59.94,1978.0199,205,205,205
CUST00207,9.0,44.39,399.51,206,206,206
CUST00208,8.0,82.79,662.32,207,207,207
CUST00209,36.0,27.56,992.16,208,208,208
CUST00210,16.0,56.3,900.8,209,209,209
CUST00211,15.0,41.19,617.85,210,210,210
CUST00212,39.0,65.27,2545.5298,211,211,211
CUST00213,43.0,107.71,4631.53,212,212,212
CUST00214,9.0,30.39,273.51,213,213,213
CUST00215,40.0,34.45,1378.0,214,214,214
CUST00216,7.0,86.48,605.36005,215,215,215
CUST00217,23.0,71.64,1647.72,216,216,216
CUST00218,20.0,25.22,504.4,217,217,217
CUST00219,20.0,37.01,740.19995,218,218,218
CUST00220,61.0,37.17,2267.3699,219,219,219
CUST00221,51.0,38.85,1981.35,220,220,220
CUST00222,22.0,24.92,548.24,221,221,221
CUST00223,20.0,53.53,1070.6,222,222,222
CUST00224,47.0,64.63,3037.6099,223,223,223
CUST00225,43.0,25.72,1105.96,224,224,224
CUST00226,17.0,634.29,10782.93,225,225,225
CUST00227,17.0,78.49,1334.33,226,226,226
CUST00228,24.0,90.71,2177.04,227,227,227
CUST00229,12.0,61.66,739.92,228,228,228
CUST00230,27.0,71.42,1928.34,229,229,229
CUST00231,54.0,25.65,1385.1,230,230,230
CUST00232,31.0,38.8,1202.7999,231,231,231
CUST00233,41.0,83.96,3442.3599,232,232,232
CUST00234,44.0,26.66,1173.04,233,233,233
CUST00235,3.0,32.09,96.270004,234,234,234
CUST00236,35.0,47.39,1658.65,235,235,235
CUST00237,25.0,38.24,956.00006,236,236,236
CUST00238,14.0,48.92,684.88,237,237,237
CUST00239,5.0,85.33,426.65002,238,238,238
CUST00240,27.0,60.08,1622.16,239,239,239
CUST00241,33.0,29.4,970.2,240,240,240
CUST00242,2.0,66.52,133.04,241,241,241
CUST00243,35.0,79.77,2791.95,242,242,242
CUST00244,19.0,28.47,540.93,243,243,243
CUST00245,10.0,79.28,792.8,244,244,244
CUST00246,17.0,42.87,728.79,245,245,245
CUST00247,18.0,39.08,703.44006,246,246,246
CUST00248,2.0,36.78,73.56,247,247,247
CUST00249,4.0,38.3,153.2,248,248,248
CUST00250,2.0,45.01,90.02,249,249,249
CUST00251,3.0,82.51,247.53,250,250,250
CUST00252,31.0,38.46,1192.26,251,251,251
CUST00253,8.0,28.27,226.16,252,252,252
CUST00254,10.0,18.91,189.1,253,253,253
CUST00255,37.0,33.6,1243.2,254,254,254
CUST00256,21.0,32.17,675.56995,255,255,255
CUST00257,46.0,48.06,2210.76,256,256,256
CUST00258,37.0,36.84,1363.08,257,257,257
CUST00259,11.0,43.08,473.88,258,258,258
CUST00260,20.0,40.5,810.0,259,259,259
CUST00261,2.0,89.97,179.94,260,260,260
CUST00262,9.0,29.98,269.82,261,261,261
CUST00263,12.0,88.52,1062.24,262,262,262
CUST00264,44.0,1198.37,52728.28,263,263,263
CUST00265,3.0,45.35,136.04999,264,264,264
CUST00266,6.0,26.09,156.54001,265,265,265
CUST00267,5.0,20.13,100.649994,266,266,266
CUST00268,7.0,34.67,242.68999,267,267,267
CUST00269,2.0,91.03,182.06,268,268,268
CUST00270,17.0,110.24,1874.08,269,269,269
CUST00271,7.0,18.72,131.04,270,270,270
CUST00272,38.0,34.04,1293.52,271,271,271
CUST00273,13.0,19.46,252.97998,272,272,272
CUST00274,27.0,113.98,3077.4602,273,273,273
CUST00275,37.0,20.78,768.86005,274,274,274
CUST00276,37.0,38.74,1433.38,275,275,275
CUST00277,10.0,40.49,404.90002,276,276,276
CUST00278,24.0,99.55,2389.2002,277,277,277
CUST00279,27.0,94.98,2564.4602,278,278,278
CUST00280,33.0,30.16,995.27997,279,279,279
CUST00281,70.0,48.59,3401.3,280,280,280
CUST00282,17.0,104.35,1773.95,281,281,281
CUST00283,19.0,97.66,1855.54,282,282,282
CUST00284,38.0,36.54,1388.52,283,283,283
CUST00285,51.0,20.06,1023.06,284,284,284
CUST00286,4.0,30.74,122.96,285,285,285
CUST00287,17.0,20.73,352.41,286,286,286
CUST00288,14.0,64.64,904.95996,287,287,287
CUST00289,12.0,117.3,1407.6001,288,288,288
CUST00290,8.0,46.11,368.88,289,289,289
CUST00291,15.0,38.46,576.89996,290,290,290
CUST00292,44.0,23.21,1021.24,291,291,291
CUST00293,17.0,33.18,564.06,292,292,292
CUST00294,20.0,19.28,385.6,293,293,293
CUST00295,12.0,104.16,1249.92,294,294,294
CUST00296,23.0,38.05,875.14996,295,295,295
CUST00297,4.0,48.38,193.52,296,296,296
CUST00298,16.0,25.75,412.0,297,297,297
CUST00299,8.0,53.6,428.8,298,298,298
CUST00300,14.0,21.56,301.84,299,299,299
CUST00301,5.0,54.58,272.90002,300,300,300
CUST00302,15.0,104.67,1570.0499,301,301,301
CUST00303,28.0,43.45,1216.6,302,302,302
CUST00304,999.0,104.74,104635.26,303,303,303
CUST00305,14.0,24.95,349.30002,304,304,304
CUST00306,35.0,42.22,1477.7001,305,305,305
CUST00307,24.0,22.57,541.68,306,306,306
CUST00308,4.0,51.3,205.2,307,307,307
CUST00309,18.0,96.12,1730.16,308,308,308
CUST00310,14.0,81.99,1147.86,309,309,309
CUST00311,13.0,23.66,307.58,310,310,310
CUST00312,13.0,38.08,495.04004,311,311,311
CUST00313,23.0,48.97,1126.31,312,312,312
CUST00314,17.0,48.8,829.6,313,313,313
CUST00315,38.0,95.87,3643.06,314,314,314
CUST00316,35.0,58.03,2031.0499,315,315,315
CUST00317,14.0,35.8,501.19998,316,316,316
CUST00318,28.0,45.45,1272.6,317,317,317
CUST00319,47.0,30.15,1417.0499,318,318,318
CUST00320,1.0,20.52,20.52,319,319,319
CUST00321,2.0,117.27,234.54,320,320,320
CUST00322,31.0,63.14,1957.34,321,321,321
CUST00323,23.0,40.37,928.50995,322,322,322
CUST00324,8.0,56.33,450.64,323,323,323
CUST00325,23.0,66.18,1522.14,324,324,324
CUST00326,3.0,18.86,56.58,325,325,325
CUST00327,26.0,47.93,1246.18,326,326,326
CUST00328,22.0,25.94,570.68,327,327,327
CUST00329,41.0,68.95,2826.95,328,328,328
CUST00330,43.0,19.66,845.38,329,329,329
CUST00331,44.0,48.75,2145.0,330,330,330
CUST00332,12.0,18.36,220.32,331,331,331
CUST00333,3.0,25.71,77.13,332,332,332
CUST00334,12.0,33.18,398.16,333,333,333
CUST00335,8.0,27.52,220.16,334,334,334
CUST00336,56.0,20.42,1143.52,335,335,335
CUST00337,35.0,34.66,1213.1,336,336,336
CUST00338,6.0,74.02,444.12,337,337,337
CUST00339,35.0,91.33,3196.55,338,338,338
CUST00340,6.0,48.34,290.04,339,339,339
CUST00341,27.0,87.34,2358.18,340,340,340
CUST00342,25.0,43.55,1088.75,341,341,341
CUST00343,23.0,34.09,784.07,342,342,342
CUST00344,19.0,43.03,817.56995,343,343,343
CUST00345,42.0,36.42,1529.6399,344,344,344
CUST00346,48.0,44.57,2139.3599,345,345,345
CUST00347,14.0,40.56,567.84,346,346,346
CUST00348,4.0,20.88,83.52,347,347,347
CUST00349,28.0,40.01,1120.2799,348,348,348
CUST00350,38.0,113.4,4309.2,349,349,349
CUST00351,4.0,22.77,91.08,350,350,350
CUST00352,22.0,33.15,729.30005,351,351,351
CUST00353,20.0,24.07,481.4,352,352,352
CUST00354,20.0,27.69,553.8,353,353,353
CUST00355,46.0,33.89,1558.94,354,354,354
CUST00356,43.0,71.73,3084.3901,355,355,355
CUST00357,5.0,32.55,162.75,356,356,356
CUST00358,29.0,81.96,2376.84,357,357,357
CUST00359,69.0,117.68,8119.92,358,358,358
CUST00360,21.0,99.04,2079.84,359,359,359
CUST00361,16.0,108.2,1731.2,360,360,360
CUST00362,10.0,38.19,381.9,361,361,361
CUST00363,17.0,88.92,1511.64,362,362,362
CUST00364,22.0,19.53,429.66,363,363,363
CUST00365,21.0,34.57,725.97,364,364,364
CUST00366,19.0,108.19,2055.61,365,365,365
CUST00367,3.0,24.38,73.14,366,366,366
CUST00368,21.0,92.01,1932.2101,367,367,367
CUST00369,16.0,33.63,538.08,368,368,368
CUST00370,72.0,49.15,3538.8,369,369,369
CUST00371,12.0,47.22,566.64,370,370,370
CUST00372,6.0,72.31,433.86,371,371,371
CUST00373,19.0,60.22,1144.18,372,372,372
CUST00374,10.0,42.0,420.0,373,373,373
CUST00375,34.0,75.61,2570.74,374,374,374
CUST00376,32.0,57.14,1828.48,375,375,375
CUST00377,13.0,54.43,707.59,376,376,376
CUST00378,47.0,20.07,943.29,377,377,377
CUST00379,1.0,33.65,33.65,378,378,378
CUST00380,15.0,61.12,916.8,379,379,379
CUST00381,19.0,33.46,635.74,380,380,380
CUST00382,15.0,35.99,539.85004,381,381,381
CUST00383,6.0,48.14,288.84,382,382,382
CUST00384,22.0,42.12,926.63995,383,383,383
CUST00385,32.0,33.35,1067.2,384,384,384
CUST00386,23.0,46.13,1060.99,385,385,385
CUST00387,46.0,79.76,3668.9602,386,386,386
CUST00388,63.0,46.17,2908.71,387,387,387
CUST00389,15.0,117.25,1758.75,388,388,388
CUST00390,14.0,43.03,602.42,389,389,389
CUST00391,4.0,35.07,140.28,390,390,390
CUST00392,22.0,43.23,951.06,391,391,391
CUST00393,53.0,37.4,1982.2001,392,392,392
CUST00394,41.0,36.55,1498.5499,393,393,393
CUST00395,27.0,28.49,769.23,394,394,394
CUST00396,16.0,19.38,310.08,395,395,395
CUST00397,10.0,47.49,474.90002,396,396,396
CUST00398,4.0,70.76,283.04,397,397,397
CUST00399,11.0,29.24,321.63998,398,398,398
CUST00400,20.0,24.34,486.8,399,399,399
CUST00401,23.0,37.78,868.93994,400,400,400
CUST00402,8.0,91.65,733.2,401,401,401
CUST00403,3.0,835.42,2506.26,402,402,402
CUST00404,17.0,81.12,1379.04,403,403,403
CUST00405,25.0,74.16,1854.0001,404,404,404
CUST00406,27.0,80.21,2165.67,405,405,405
CUST00407,16.0,81.91,1310.56,406,406,406
CUST00408,37.0,36.76,1360.12,407,407,407
CUST00409,27.0,41.19,1112.13,408,408,408
CUST00410,24.0,32.0,768.0,409,409,409
CUST00411,36.0,35.96,1294.5599,410,410,410
CUST00412,19.0,26.12,496.28003,411,411,411
CUST00413,47.0,35.72,1678.8401,412,412,412
CUST00414,5.0,23.16,115.8,413,413,413
CUST00415,33.0,92.02,3036.66,414,414,414
CUST00416,16.0,48.14,770.24,415,415,415
CUST00417,40.0,36.54,1461.6001,416,416,416
CUST00418,5.0,82.97,414.85,417,417,417
CUST00419,69.0,38.07,2626.83,418,418,418
CUST00420,23.0,24.28,558.44,419,419,419
CUST00421,20.0,46.7,934.0,420,420,420
CUST00422,19.0,97.39,1850.41,421,421,421
CUST00423,10.0,35.97,359.7,422,422,422
CUST00424,14.0,102.84,1439.76,423,423,423
CUST00425,23.0,43.77,1006.71,424,424,424
CUST00426,23.0,98.89,2274.47,425,425,425
CUST00427,48.0,27.26,1308.48,426,426,426
CUST00428,5.0,21.32,106.6,427,427,427
CUST00429,39.0,28.09,1095.51,428,428,428
CUST00430,29.0,38.36,1112.4401,429,429,429
CUST00431,999.0,106.87,106763.13,430,430,430
CUST00432,44.0,107.35,4723.4,431,431,431
CUST00433,24.0,23.87,572.88,432,432,432
CUST00434,48.0,49.57,2379.3599,433,433,433
CUST00435,46.0,98.19,4516.74,434,434,434
CUST00436,19.0,70.84,1345.96,435,435,435
CUST00437,68.0,39.65,2696.2002,436,436,436
CUST00438,14.0,22.09,309.26,437,437,437
CUST00439,13.0,41.05,533.64996,438,438,438
CUST00440,21.0,29.32,615.72,439,439,439
CUST00441,44.0,49.14,2162.16,440,440,440
CUST00442,30.0,46.85,1405.5,441,441,441
CUST00443,24.0,82.58,1981.92,442,442,442
CUST00444,26.0,28.88,750.88,443,443,443
CUST00445,24.0,88.15,2115.6,444,444,444
CUST00446,2.0,98.46,196.92,445,445,445
CUST00447,4.0,23.49,93.96,446,446,446
CUST00448,999.0,106.05,105943.95,447,447,447
CUST00449,46.0,24.31,1118.26,448,448,448
CUST00450,11.0,40.72,447.92,449,449,449
CUST00451,28.0,109.53,3066.8398,450,450,450
CUST00452,35.0,41.19,1441.6499,451,451,451
CUST00453,34.0,87.76,2983.84,452,452,452
CUST00454,57.0,36.34,2071.3801,453,453,453
CUST00455,8.0,18.66,149.28,454,454,454
CUST00456,19.0,19.2,364.80002,455,455,455
CUST00457,17.0,39.44,670.48,456,456,456
CUST00458,52.0,36.12,1878.24,457,457,457
CUST00459,4.0,34.17,136.68,458,458,458
CUST00460,8.0,46.19,369.52,459,459,459
CUST00461,5.0,36.64,183.2,460,460,460
CUST00462,13.0,32.38,420.94,461,461,461
CUST00463,46.0,35.43,1629.78,462,462,462
CUST00464,17.0,24.47,415.99,463,463,463
CUST00465,21.0,36.4,764.4,464,464,464
CUST00466,11.0,43.38,477.18002,465,465,465
CUST00467,5.0,47.61,238.05,466,466,466
CUST00468,37.0,80.64,2983.68,467,467,467
CUST00469,35.0,25.19,881.65,468,468,468
CUST00470,2.0,24.05,48.1,469,469,469
CUST00471,17.0,86.73,1474.41,470,470,470
CUST00472,9.0,46.73,420.57,471,471,471
CUST00473,24.0,19.87,476.88,472,472,472
CUST00474,39.0,21.31,831.08997,473,473,473
CUST00475,25.0,37.28,932.0,474,474,474
CUST00476,22.0,105.17,2313.74,475,475,475
CUST00477,41.0,114.0,4674.0,476,476,476
CUST00478,26.0,22.35,581.10004,477,477,477
CUST00479,11.0,31.33,344.63,478,478,478
CUST00480,10.0,31.73,317.3,479,479,479
CUST00481,28.0,108.63,3041.64,480,480,480
CUST00482,23.0,31.52,724.96,481,481,481
CUST00483,16.0,19.29,308.64,482,482,482
CUST00484,24.0,35.34,848.16003,483,483,483
CUST00485,6.0,38.82,232.92,484,484,484
CUST00486,14.0,91.09,1275.26,485,485,485
CUST00487,13.0,37.91,492.83,486,486,486
CUST00488,45.0,42.26,1901.7,487,487,487
CUST00489,42.0,59.28,2489.76,488,488,488
CUST00490,13.0,22.65,294.44998,489,489,489
CUST00491,5.0,39.74,198.70001,490,490,490
CUST00492,16.0,1259.74,20155.84,491,491,491
CUST00493,39.0,67.04,2614.56,492,492,492
CUST00494,37.0,40.43,1495.91,493,493,493
CUST00495,12.0,46.36,556.32,494,494,494
CUST00496,18.0,34.88,627.84,495,495,495
CUST00497,39.0,37.1,1446.8999,496,496,496
CUST00498,22.0,114.08,2509.76,497,497,497
CUST00499,16.0,45.21,723.36,498,498,498
CUST00500,21.0,38.0,798.0,499,499,499
CUST00501,36.0,34.74,1250.64,500,500,500
CUST00502,9.0,32.54,292.86002,501,501,501
CUST00503,16.0,30.35,485.6,502,502,502
CUST00504,2.0,40.39,80.78,503,503,503
CUST00505,34.0,22.5,765.0,504,504,504
CUST00506,42.0,32.3,1356.6,505,505,505
CUST00507,1.0,39.52,39.52,506,506,506
CUST00508,1.0,63.86,63.86,507,507,507
CUST00509,42.0,20.04,841.68005,508,508,508
CUST00510,72.0,33.88,2439.36,509,509,509
CUST00511,7.0,33.4,233.80002,510,510,510
CUST00512,26.0,45.26,1176.76,511,511,511
CUST00513,5.0,25.74,128.7,512,512,512
CUST00514,15.0,25.61,384.15002,513,513,513
CUST00515,1.0,24.29,24.29,514,514,514
CUST00516,40.0,25.8,1032.0,515,515,515
CUST00517,13.0,41.45,538.85004,516,516,516
CUST00518,14.0,42.94,601.16,517,517,517
CUST00519,45.0,1459.81,65691.45,518,518,518
CUST00520,20.0,1303.11,26062.2,519,519,519
CUST00521,45.0,23.14,1041.2999,520,520,520
CUST00522,46.0,41.79,1922.3401,521,521,521
CUST00523,13.0,76.92,999.95996,522,522,522
CUST00524,27.0,22.92,618.84,523,523,523
CUST00525,19.0,42.12,800.27997,524,524,524
CUST00526,3.0,47.75,143.25,525,525,525
CUST00527,54.0,27.2,1468.8,526,526,526
CUST00528,32.0,75.71,2422.72,527,527,527
CUST00529,33.0,23.82,786.06,528,528,528
CUST00530,33.0,49.51,1633.83,529,529,529
CUST00531,43.0,116.97,5029.71,530,530,530
CUST00532,17.0,33.26,565.42,531,531,531
CUST00533,2.0,36.98,73.96,532,532,532
CUST00534,6.0,41.25,247.5,533,533,533
CUST00535,8.0,92.04,736.32,534,534,534
CUST00536,24.0,52.03,1248.72,535,535,535
CUST00537,3.0,105.9,317.7,536,536,536
CUST00538,7.0,25.62,179.34001,537,537,537
CUST00539,56.0,39.67,2221.52,538,538,538
CUST00540,23.0,43.26,994.98,539,539,539
CUST00541,13.0,63.25,822.25,540,540,540
CUST00542,10.0,27.45,274.5,541,541,541
CUST00543,5.0,39.63,198.15001,542,542,542
CUST00544,8.0,709.12,5672.96,543,543,543
CUST00545,40.0,26.41,1056.4,544,544,544
CUST00546,19.0,26.74,508.06,545,545,545
CUST00547,44.0,23.15,1018.6,546,546,546
CUST00548,2.0,100.07,200.14,547,547,547
CUST00549,10.0,44.47,444.7,548,548,548
CUST00550,44.0,29.58,1301.52,549,549,549
CUST00551,34.0,42.72,1452.48,550,550,550
CUST00552,51.0,55.26,2818.26,551,551,551
CUST00553,44.0,89.55,3940.2002,552,552,552
CUST00554,38.0,30.85,1172.3,553,553,553
CUST00555,5.0,87.88,439.4,554,554,554
CUST00556,17.0,60.65,1031.05,555,555,555
CUST00557,6.0,32.99,197.94,556,556,556
CUST00558,14.0,1298.84,18183.76,557,557,557
CUST00559,3.0,28.64,85.92,558,558,558
CUST00560,1.0,68.62,68.62,559,559,559
CUST00561,5.0,112.55,562.75,560,560,560
CUST00562,19.0,24.05,456.94998,561,561,561
CUST00563,23.0,47.97,1103.31,562,562,562
